,title,article,link,summary
53,The Indian business of blowing things up is booming,"well understood and widely available. Modern explosives are considerably more stable, which makes them less hazardous to move around, even as safety and environmental concerns are putting many countries off domestic production. Until recently it was China, the other big explosives manufacturer, that got a lot of the outsourced business. As geopolitical tensions mount, many customers, especially in the West, are seeking alternatives to Chinese suppliers. Excitement over firms like Premier and Solar will not be fizzling out soon. ■\nTo stay on top of the biggest stories in business and technology, sign up to the Bottom Line, our weekly subscriber-only newsletter.",https://www.economist.com/business/2023/10/05/the-indian-business-of-blowing-things-up-is-booming,
54,Bill Ackman wants another shot at shaking up IPOs,"ord (see chart) and a few spectacular implosions. Many failed to find a merger target in time and had to return cash to shareholders. Whether Mr Ackman’s vehicle can avoid the same fate will depend on whether he really can keep costs down and find an attractively priced target. Many tech startups raised funds at high valuations before interest rates shot up. Few will relish a public listing that would raise capital at a more modest valuation. The SPARC may be a bright idea. But it is not a sure-fire one. ■\nTo stay on top of the biggest stories in business and technology, sign up to the Bottom Line, our weekly subscriber-only newsletter.",https://www.economist.com/business/2023/10/05/bill-ackman-wants-another-shot-at-shaking-up-ipos,
55,How to make hot-desking work,"king, then the more recent one stems from the pandemic. Employers need to think harder about why people should do the commute at all. There is no single answer. The office is the place to do the sort of collaborative work with colleagues that requires physical proximity. It is a way to spread company culture as well as covid. Less intuitively, a survey of American workers in 2022 by Gensler, a firm of architects, found that the most common reason to come in was to focus on work. But the common theme is that the office is no longer the default; it has to be appealing. \nThat sits uncomfortably with a cut-price version of hot-desking, in which office footprints shrink and people grab a spot wherever they can. Cohesion suffers if teammates are dispersed randomly through a building; collaboration is harder if there aren’t enough meeting rooms to accommodate demand. The company culture may be absorbed, but only in the sense that everyone feels hard done by. And focused work is easier if you aren’t suddenly plonked next to someone who sounds like Beaker from “The Muppets”.        \nFor penny-pinchers, the unpalatable conclusion is that hot-desking works best when people have lots of space. In Cisco’s newly refitted offices in Manhattan, for instance, no one has an assigned desk (bosses included) but there are oodles of options and people are encouraged to move about repeatedly during the day. The office is everyone’s territory. \nBack at Hudson River Trading in New York, employees all have their own desks, but also licence to move around as they wish. Space feels abundant: there are roughly as many meeting-room spots on its latest, post-pandemic floor as there are assigned seats. You can use hot-desking to save money or you can use it to create flexibility and a sense of belonging. It is hard to do both. ■\nRead more from Bartleby, our columnist on management and work:\nWhat if Hollywood blockbusters were remade as workplace dramas? (Sep 28th)\nWhy it is a bad idea for managers to attempt to engineer office friendships (Sep 21st)\nWho is the most important person in your company? (Sep 14th)\nAlso: How the Bartleby column got its name",https://www.economist.com/business/2023/10/05/how-to-make-hot-desking-work,
56,Why companies still want in-house data centres,"ing on their data centres to house the data needed to hand, while shipping off less-time-critical information to the hyperscalers. Companies that embrace this dual approach include industrial champions such as Volkswagen, a German carmaker, Caterpillar, an American maker of diggers, and Fanuc, a Japanese manufacturer of industrial robots. \nBusinesses that do decide to go it alone rather than rely on the hyperscalers have several options. They can build, equip and run their own facilities. These can be large or not so large. Companies like Vertiv and Schneider Electric sell small modular data centres that can be installed at or near industrial sites and linked to the data sources using 5G networks (whose range means these cannot be too far away).\nData users can also build their own data centres but rent the servers (computer-makers such as Lenovo and Dell now offer such a service) and outsource day-to-day management to specialist firms like Serverfarm. Or they can lease space in a data centre owned and managed by someone else. Tenants typically bring their own computing and networking kit, and foot the bill for running costs (including energy). In return, the landlord guarantees basics like space, physical security, access to power and cooling. \nThe decision to build or rent may depend on a user’s data intensity. Consider a firm in America with a medium-sized data centre which thinks its computing load will rise roughly four-fold over a decade. In that case, building its own breaks even in seven years or so, and ends up being 5% cheaper overall than leasing, according to data from Schneider Electric. If the load remains stable, renting is the less expensive option, by a similar amount (assuming a flat cost of capital).\nSeveral factors may affect such calculations. The price of power, land, material and labour is rising. The construction of some data centres is running two years behind schedule. This is pushing up rents, which are up by more than 20% since 2021, a faster rise than for all commercial property. Upgrading to AI-capable servers won’t be cheap, either. Counterpoint Research, another analysis firm, estimates an AI server is between ten and 30 times the price of a general-purpose one. The hyperscalers are buying up AI chips from manufacturers they already work with, such as Nvidia, leaving little for other buyers.\nThe cloud giants are not standing still in other ways. In order to get closer to clients and cut jitter,  they are building data centres in new places such as Saudi Arabia, South Africa and Thailand. AWS is selling prefabricated data centres not unlike the micro ones from Vertiv or Schneider Electric. The software arm of Toyota, a Japanese carmaker, is using AWS’s fridge-size Outpost prefabs in America. The Pentagon has opted for larger AWS kit, the size of a shipping container. The hyperscalers’ AI prowess is likely to attract some industrial custom, too. Even so, believes Arun Shenoy of Serverfarm, which works with both hyperscalers and data users, many large firms will think twice before they stick their heads completely in the cloud. ■\nTo stay on top of the biggest stories in business and technology, sign up to the Bottom Line, our weekly subscriber-only newsletter.",https://www.economist.com/business/2023/10/05/why-companies-still-want-in-house-data-centres,
57,So long iPhone. Generative AI needs a new device,"ternet created the conditions for the smartphone breakthrough to happen.” The ability to talk and listen to chatbots makes Meta’s bet on AR glasses and VR headsets “drastically more compelling”, he writes.   \nMr Zuckerberg was early to see this coming. He has ploughed a fortune into VR and AR despite misgivings from investors. He remains excited by the metaverse. This was clear from a remote interview he recently took part in with Lex Fridman, a podcaster, which used VR tools to make their virtual faces so lifelike they felt as if they were in the same room together. (As Mr Fridman quipped, it could reproduce realistic facial movements even from two famously inexpressive people.) And yet gen AI has so dramatically accelerated the use case for smart glasses, Mr Zuckerberg told another interviewer, that there is now “no question” they will be the bigger of the two markets. He likens AR specs to mobile phones and VR headsets to desktops. In both cases he appears to hope they will transcend screens, which he says inhabit “a completely different plane from our physical lives”.\nThe two-dimensional screen is not headed for the scrap heap yet. Incumbent technologies are always hard to dislodge. Meta’s mobile apps such as WhatsApp, Facebook and Instagram, with their billions of users, still dwarf AIs like ChatGPT in terms of monthly visits, and they remain dependent on smartphones. As Mark Shmulik of Bernstein, an investment firm, notes, the smartphone era has never stopped people from using PCs. Moreover, it will not be clear until people start buying the smart glasses from the shops how compelling a product they are. \nThe business case for the all-seeing, all-hearing chatbots will also take time to emerge. OpenAI charges $20 a month for access to its family of talking avatars; Meta’s AI-infused smart glasses will start at $299. Yet developing them is bound to be lossmaking at first. If there ever is a case for monetising them via advertisements or virtual shopping, that will probably take years. Meta’s modus operandi, after all, is to launch a consumer product, scale it up and start making money from it only if it is adopted by the masses.\nIn the meantime, obvious safety concerns must be tackled. Consumer technology powered by AI is likely to be more immersive than social media, potentially making it even more isolating for some, or triggering unhealthy attachments. Mr Zuckerberg argues that AR and VR devices could help bring people together. But Mr Shmulik says investors will not want Meta to move too fast. “The last thing they need is another negative PR event where they are back in the cross hairs of regulators,” he says.\nGlasses half full \nFor now Mr Zuckerberg, who this time last year was fighting fires on several fronts, looks prescient. That is largely thanks to gen AI. Meta’s foundational model, LLama 2, has been an open-source hit and is underpinning the firm’s consumer-tech ambitions. New devices such as smart glasses and headsets could eventually free Facebook and others from their dependence on the iPhone, where Apple has hindered their ability to track data, hurting Meta’s ad business. In a backhanded compliment to Mr Zuckerberg, Apple is launching its own high-end AR/VR headset. The iPhone-maker, too, may be sensing the twilight of the screen era. ■\nRead more from Schumpeter, our columnist on global business:\nCustomer service is getting worse—and so are customers (Sep 28th)\nWhat Arm and Instacart say about the coming IPO wave (Sep 21st)\nThe Mittelstand will redeem German innovation (Sep 14th)\nAlso: If you want to write directly to Schumpeter, email him at schumpeter@economist.com. And here is an explanation of how the Schumpeter column got its name.",https://www.economist.com/business/2023/10/05/so-long-iphone-generative-ai-needs-a-new-device,
58,A surge in global bond yields threatens trouble,"y. In downturns, investors’ appetite for risk falls. The oil price is volatile, America’s government could yet shut down and the House of Representatives is in turmoil. The uncertain effects of all this push up the term premium. As well as affecting the supply of new Treasuries, America’s gaping fiscal deficit is a long-term phenomenon. A rule of thumb from one literature review suggests it is large enough to be forcing up the interest rate the Fed must set to stabilise inflation by nearly three percentage points. \nIn fact, the trajectory of America’s public finances is so dire that the most bearish investors talk of the long-term risk of “fiscal dominance”; that interest rates might eventually be set with the goal of controlling the government’s debt-service costs, rather than inflation. Although markets have not priced in much more long-run inflation yet, measures of inflation risk—which affects the term premium—have rebounded since falling earlier this year.\nRegardless of their cause, movements in America’s bond markets set the pace in the rest of the world. Higher rates in America tend to push up the dollar, encouraging other central banks to tighten in order to avoid suffering inflation from pricier imports. And term premia are correlated globally, owing to the mobility of capital.\nReflecting these spillovers, rates in the euro zone have risen in recent weeks, too, even though the economic picture is different. Surveys indicate the bloc is already in recession. Across the zone, fiscal deficits are smaller and the European Commission is debating how to cut state spending. \nBut dealing in aggregates does not make sense when each country runs its own budget. Rising rates have brought back worries about the sustainability of public finances in the euro zone’s most indebted big economy. Italy’s ten-year bond yield is now 4.9%, its highest since 2012, when the euro-zone’s debt crisis was raging. It is more than its budget can bear for long without fast economic growth or austerity. The spread over German ten-year debt is now just below two percentage points. Investors in Italian debt fear that they might not get their money back—or that one day they may be repaid in lira. \nLook to Japan, though, for the most dramatic immediate consequences of rising yields. The Bank of Japan has been an outlier, keeping interest rates at -0.1%, even as inflation has risen. It also continues to cap ten-year bond yields at 1%, a ceiling it lifted from 0.5% in July. On September 29th it announced an unscheduled purchase of ¥301bn ($2bn) of bonds in defence of the cap, as yields neared 0.8%. On October 4th it returned to the market with a buy of ¥1.9trn. Rumours swirled that the authorities may have intervened to support the yen on October 3rd after it reached 150 to the dollar only to snap back suddenly to 147. That would be in line with past practice. Last October the authorities tried to defend the currency for the first time in 24 years after it crossed the 150 mark. If the long era of low rates really is over, many other financial rubicons could be crossed in the months to come. ■\nFor more expert analysis of the biggest stories in economics, finance and markets, sign up to Money Talks, our weekly subscriber-only newsletter.",https://www.economist.com/finance-and-economics/2023/10/04/a-surge-in-global-bond-yields-threatens-trouble,
59,"Oil prices fall, defying suggestions of a $100 barrel","c countries, such as Brazil and Guyana, is finally outpaced by the cartel’s cuts. This will force users to dig deeper into their reserves. America’s crude stocks fell by 2.2m barrels to 414m barrels in the week to September 29th; a decline that may accelerate as refineries seek more crude after their maintenance season, which runs through October.\nThe bears reckon all these inflationary signals will be blown away by the economic gale heading the world’s way. The Fed has said it is ready to keep interest rates higher for longer which, together with a slowdown in hiring and jumpy bond yields inflating the cost of debt, will dampen growth. This “very unsettled picture” is being made murkier still by political chaos, says Adi Imsirovic, a former oil-trading chief at Gazprom, an energy giant, with America’s House of Representatives, on which all federal spending decisions depend, ousting its speaker on October 3rd. \nSigns of demand destruction caused by the recent price spikes are becoming visible, with American gasoline use falling to its lowest seasonal level since 2001. Pressure from raised oil prices is also feeding through to “core” inflation, which excludes food and energy costs, as firms in other sectors, starting with transport, raise their prices to compensate. The Cleveland branch of the Federal Reserve’s “Nowcast”, which uses oil and petrol prices as inputs, projects it will edge up to 4.19% year on year this month, from 4.17% in September. On top of all this, higher interest rates in America push up the dollar’s value, making oil more expensive for everyone else.\nThe bears have the upper hand, then, but the question is how long the situation will hold. Saudi Arabia’s enduring cuts mean the market remains extremely tight. Jorge León, a former OPEC analyst, now at Rystad Energy, a consultancy, reckons that prices will soon return to somewhere in the low $90s. Surprising economic data could cause swings of as much as $5-10 a barrel; several surprises could even push prices briefly into the triple digits. \nYet any victory for the bulls will be a short-lived one. Beyond Christmas, bears look likely to gain a durable advantage. Non-opec production growth should cover most of the rise in demand, which will anyway be subdued by the lagging impact of high rates. Kpler, a data firm, projects a solid surplus for the first few months of 2024.\nThere is still an unknown. Although Saudi Arabia has given hints that it is worried about the economic prospects of its Asian and European customers, lower benchmark prices may nonetheless push it to bigger production cuts. If there is a glut of supply, such cuts may not be enough to push up prices. But they will prevent the rebuilding of stocks, which normally happens during downturns. That would set the stage for the next oil-price thriller. ■\nFor more expert analysis of the biggest stories in economics, finance and markets, sign up to Money Talks, our weekly subscriber-only newsletter.",https://www.economist.com/finance-and-economics/2023/10/03/oil-prices-fall-defying-suggestions-of-a-100-barrel,
60,Why investors cannot escape China exposure,"comprises more than a quarter of the s&p 500 index, earn 12% of their revenues from China. For semiconductor firms—such as Nvidia, this year’s star performer—the figure is even higher, at 28%. Western sanctions resulting from an invasion of Taiwan might leave investments in Chinese assets stranded. But reciprocal sanctions from China could hobble some American firms, too.\nA final line of exposure comes from China’s gargantuan demand for commodities. Analysts at Goldman Sachs, another investment bank, reckon that China accounts for 16% of global demand for oil, 17% for liquefied natural gas, 51% for copper, 55% for steel, 58% for coal and 60% for aluminium. The immediate consequence is that prices for commodities, and the shares of any firm that buys or sells a lot of them, depend heavily on Chinese economic growth, or a lack of it. Given commodities’ impact on broader prices, this also means that if your portfolio is exposed to inflation—or to the swings in interest rates that accompany it—then it is exposed to China.\nOne way to read all this is as a counsel of despair. The risks of staking money on China’s growth and stability are both palpable and large. It is pretty much impossible to construct a portfolio that will benefit from global growth, which also lacks exposure to China, since anything to do with technology, commodity prices, inflation, interest rates or any country dependent on the world’s second-biggest economy brings with it some risk. The other reading is the same as the time-worn case for buying American assets. It is not that they offer guaranteed returns. It is that if they face disaster, so too will everything else.■\nRead more from Buttonwood, our columnist on financial markets: \nInvestors’ enthusiasm for Japanese stocks has gone overboard (Sep 28th)\nHow to avoid a common investment mistake (Sep 21)\nWhy diamonds are losing their allure (Sep 13th)\nAlso: How the Buttonwood column got its name",https://www.economist.com/finance-and-economics/2023/10/05/why-investors-cannot-escape-china-exposure,
61,Why India hopes to make it into more big financial indices,"eans lots of money will be arriving into the financial system, which they can help (for a fee) circumvent such impediments. Other firms are likely to try to create derivative products that capture the swings of Indian bonds without the accompanying burdens, which will annoy the Indian government.\nThe happiest outcome would be for India to use the transition to do away with some of the regulation facing its securities markets, making the country more welcoming to foreign investment. The government now has an added incentive to be responsible in other areas, too.  After all, smaller fiscal deficits would mean less vulnerability to capital flight. If such changes were made, the short-term relief of lower costs of capital would be joined by a more profound transition to greater financial stability. A lot can ride on the decisions made by anonymous index compilers. ■\nFor more expert analysis of the biggest stories in economics, finance and markets, sign up to Money Talks, our weekly subscriber-only newsletter.",https://www.economist.com/finance-and-economics/2023/10/05/why-india-hopes-to-make-it-into-more-big-financial-indices,
62,China’s greying population is refusing to save for retirement,"tes an analyst.\nBut there are deeper issues at play, too. Officials say that workers are unaware of the importance of pension planning. Bankers propose bigger tax breaks and a higher maximum contribution, which is currently 12,000 yuan ($1,700) a year, or 15% of the average disposable income in Shanghai. Neither group wants to confront the possibility that the problem is even more profound. Chinese stockmarkets have long struggled to attract investors, with households preferring property. Financial assets are seen as too volatile—and too vulnerable to political interference.\nThe situation is unlikely to improve any time soon. Pension pots cannot be invested offshore, meaning that they do not offer a way to escape a weak domestic economy. Local stockmarkets are not exactly becoming any more alluring: Shanghai’s main equity index is down this year. The government is also expected to raise the retirement age, which delays when savers can gain access to their investments. Last month the pensions ministry was forced to refuse requests from working-age depositors to withdraw their funds. All this means that another worry—a failing private pension system—can be added to the long list facing Chinese policymakers. ■\nFor more expert analysis of the biggest stories in economics, finance and markets, sign up to Money Talks, our weekly subscriber-only newsletter.",https://www.economist.com/finance-and-economics/2023/10/05/chinas-greying-population-is-refusing-to-save-for-retirement,
63,How carbon prices are taking over the world," them by buying credits.\n\nSecond, countries that already have established markets are beefing up their policies. In September China’s National Climate Strategy Centre announced that its emissions-trading scheme, the largest in the world, will move from focusing only on the carbon intensity of coal power plants, to focusing on both their intensity and total emissions. The scheme will also be linked with a dormant carbon-credit market, allowing power plants to meet obligations by purchasing credits for renewable power, planting forests or restoring mangroves. Australia, which scrapped its original carbon price in 2014, has reformed a previously toothless scheme known as the “safeguard mechanism”. Since July industrial facilities that account for 28% of the country’s emissions have had to reduce them by 4.9% a year against a baseline. Those that fail must buy offsets, which trade at a price of around $20 a tonne. \nBreaking boundaries\nThe final way that carbon markets are spreading is via cross-border schemes. The EU’s programme is by far the most advanced. In CBAM’s pilot phase importers of aluminium, cement, electricity, fertiliser, hydrogen, iron and steel will need to report “embodied emissions” (those generated through production and transport). Then, from 2026, importers will have to pay a levy equivalent to the difference between the carbon cost of these emissions in the EU’s scheme and any carbon price paid by the exporter in their domestic market. Free permits for sectors will also be phased out, and the housing and transport industries will be brought into the market. \nMany of these schemes will take time to have an impact. Lots in Asia are flimsy, with prices set too low to lead to substantive change—well below the EU’s current price of around €90 ($95), which is itself only approaching climate economists’ estimate of the social cost of carbon. For instance, half the coal plants covered by China’s emissions-trading scheme face a negative carbon price, meaning that they are in effect paid to burn the dirty fuel, since their emission intensity is below the national average, says Lauri Myllyvirta of the Centre for Research on Energy and Clean Air, a think-tank. The scheme, he notes, also fails to create an incentive to shift from coal to other sources of power. \nAcross the world, activists criticise the ability of companies to use offsets to indulge in what they term “greenwashing”, where firms falsely present themselves as environmentally friendly. Some schemes also struggle to prove that they have led to emissions reductions. Last year a team of academics, led by Andrew Macintosh of Australian National University, argued that reforestation used as carbon credits in Australia’s scheme either did not happen or would have happened irrespective of payments for offsets. An independent review has since recommended changes to how the scheme works.\nYet even carbon-pricing programmes that are limited will still help change behaviour, for the simple reason that they encourage the monitoring of emissions. After its launch two years ago, China’s emissions-trading scheme was dogged by fraud, with consultants alleged to have helped firms fake coal samples. A crackdown was announced by officials earlier this year, who are now satisfied with the quality of the data. Despite the absence of a carbon price, American firms also face incentives to monitor emissions. President Biden has proposed a rule that all businesses selling to the federal government must disclose emissions and have plans to reduce them. Many large firms have set voluntary net-zero targets as part of their marketing efforts. Apple, the world’s largest, has pledged to make its supply chain entirely carbon neutral by 2030.\nIndustrial firms around the world now face a still greater incentive to accurately track their carbon footprints: CBAM. The EU’s ultimate goal is to tackle “carbon leakage”. Before CBAM’s introduction, Europe’s carbon price meant that domestic industries faced an extra cost compared with those in countries with less ambitious decarbonisation plans. This gave importers an incentive to source material from abroad, even if such inputs were dirtier. To compensate for this, the EU handed out permits to industrial producers. These will now be phased out as CBAM is phased in.  \nDuring the pilot phase, CBAM simply presents an extra hurdle (or a “non-tariff barrier”) for exporters to the bloc. To comply, European firms must report the embodied emissions of their imports. If such data do not exist, importers must use reference values provided by the EU. In order to nudge foreign companies to change their behaviour and prove that their emissions are lower, these are based on the emissions of the dirtiest firms in the bloc. \nCarbon border tariffs may themselves start to multiply. In Australia the government recently announced a review into “carbon leakage”, which will examine such an option. In 2021 America and the EU paused a trade dispute, begun by President Donald Trump, by starting negotiations on a “Global Arrangement on Sustainable Steel and Aluminium”. America wants the two trading partners to create a common external tariff on polluting steel producers. Since it does not have a domestic carbon price, such a policy would break the World Trade Organisation’s rules. But if the EU and America do not come to an agreement, the Trump-era tariffs and the EU’s retaliatory measures will be reinstated. \nThere is a domino effect to carbon pricing. Once an industry is subject to a carbon price, affected businesses will naturally want their competitors to face the same rules. Therefore owners of coal power plants will lobby to ensure that gas power plants operate on a level playing field. Governments in exporting countries also have an incentive to ensure that their domestic firms pay a carbon price at home rather than a tariff abroad. If Asia’s factories are pressed to reduce their emissions anyway by schemes such as CBAM, then its governments are leaving money on the table by not levying a carbon price of their own. \nGetaway cars\nThe question is whether the dominoes will fall sufficiently quickly. Almost no emissions-trading schemes are aimed at emissions from residential property or cars, for instance, where consumers would really feel the pain. In choosing to introduce carbon-pricing schemes, and then to make them broader and more muscular, policymakers have most economists firmly on their side—and are proceeding much faster than is commonly realised. Yet future policymakers will have little choice but to make such measures even more intrusive if they want to minimise the effects of climate change. For that to happen, they will have to win over voters, too. ■\nFor more coverage of climate change, sign up for the Climate Issue, our fortnightly subscriber-only newsletter, or visit our climate-change hub.",https://www.economist.com/finance-and-economics/2023/10/01/how-carbon-prices-are-taking-over-the-world,
64,"To understand America’s job market, look beyond unemployed workers","ip ahead to the present, though, and these fears have receded.  Job vacancies have declined without much unemployment. There are now 1.5 job openings per unemployed worker. The labour market, in other words, looks more efficient. The Beveridge curve has shifted inwards, reverting to somewhere close to its pre-pandemic location. The typical explanation is that the willingness mismatch has abated: Americans have re-entered the labour force, while companies have cut their help-wanted advertisements.\nQuestion everything\nThat, at least, is the conventional story. But think about it for a second and it is does not sit quite right. After all, the Beveridge curve is supposed to depict the state of the labour market. If, however, the curve itself is liable to move around, as this story suggests, it surely cannot be of much use. Do adjustments take place along the curve or does the curve itself change locations? After the fact it seems clear enough. In the moment, it is guesswork.\nThere is a different, and better, way of constructing the Beveridge curve. The standard curve implies that it is the unemployed who fill job vacancies. The problem, as testified by your columnist’s phlebotomist, is that in reality, holes are often filled by job-switchers, not the unemployed. In research published by the Fed’s branch in St Louis, Paulina Restrepo-Echavarría and Praew Grittayaphong have reflected this, proposing a revised Beveridge curve that links prospective job-switchers to vacancies.\nInstead of the inverse traditional curve, their one has a positive slope: as vacancies rise, more workers consider jumping ship for new jobs. Indeed, they find that about four-fifths of vacancies since 2015 have been geared towards job-switchers, not the jobless. Along with its faithfulness to reality, their curve has another advantage in that it appears to be mostly stable. The pandemic was unusual because of the large rise in both job vacancies and job seekers, but that was an extrapolation of their revised curve, not a shift to a new location. One conclusion is that a relatively soft landing looks more plausible today. Although a decline in vacancies is still needed to calm wage growth, that largely translates into less job-switching rather than higher unemployment.\nThere may be a more profound lesson to draw. In 2020 Katharine Abraham and colleagues at the University of Maryland also looked at whether they could improve the Beveridge curve, this time by incorporating job searchers who are already employed or out of the labour force. Their revised curve, like that of the St Louis Fed’s economists, is more stable than the traditional curve. The implication of that stability is that the economy actually does a decent job of matching workers with jobs.\nMany people, including politicians from both sides of the aisle, declare that America is plagued by a skills mismatch. Yet the evidence suggests that workers respond to wages, and that firms which are willing to invest can train them up. The skills shortage may be more of a talking-point than a fundamental constraint to growth. Remember: America is a country in which eyelash technicians can become phlebotomists in a matter of weeks. ■\nRead more from Free exchange, our column on economics:\nWhy the state should not promote marriage (Sep 28th)\nRenewable energy has hidden costs (Sep 21st)\nDoes China face a lost decade? (Sep 10th)\nFor more expert analysis of the biggest stories in economics, finance and markets, sign up to Money Talks, our weekly subscriber-only newsletter.",https://www.economist.com/finance-and-economics/2023/10/05/to-understand-americas-job-market-look-beyond-unemployed-workers,
65,The 2023 Nobel prizes honour work that touched millions of lives,"eir attention and develop versions effective against the newly discovered coronavirus. They did this by causing the mRNA involved to encode part of one of the virus’s proteins, called “spike”. Billions of jabs and millions of lives later, Dr Karikó and Dr Weissman have become heroes. \nBlink and you’ll miss it\nThe physics prize was likewise given for work whose payoff came many years later. It was awarded for the development of ultra-fast lasers that can switch on and off in mere attoseconds, or quintillionths of a second. That is a unit of time so short that there are as many attoseconds in a second as there have been seconds since the Big Bang, 13.8bn years ago.\nBut it is the sort of speed on which many physical processes take place. Electrons, for instance, orbit their parent atoms fast enough that they change position on attosecond timescales. This year’s physics laureates—Pierre Agostini, Ferenc Krausz and Anne L’Huillier—worked out a way to observe such processes. \nThe basic idea is similar to that of strobe lighting, which can help capture images of fast-moving objects in the everyday world. A hummingbird, for example, can beat its wings 80 times per second. To human eyes, this looks like a blur. Use a high-speed camera and a strobe light flashing at a comparable speed, though, and it is possible to take detailed pictures of the bird in flight.\nThe work was pioneered by Dr L’Huillier. In 1987 she was working at the Saclay Nuclear Research Centre, near Paris, experimenting with firing lasers and noble gases such as argon or neon. Shining the lasers into the gas imparted energy into its atoms, knocking some of their electrons loose. When those electrons were eventually recaptured, they rereleased that energy in the form of light. \nThose light waves interacted with each other in turn. Where their peaks coincided, they would become more intense. When one wave’s peak met another’s trough, though, the light’s intensity would fall. And sometimes, if the light waves interacted in just the right way, they produced pulses of ultraviolet light that lasted for just a few hundred attoseconds.\nIn 2001 Dr Agostini, also working in France, built Dr L’Huillier’s observation into a workable piece of technology, designing a way to produce a series of pulses of light that lasted for 250 attoseconds each. At around the same time, Dr Krausz, working independently in Vienna, managed to produce a series of pulses lasting for 650 attoseconds each.\nNowadays scientists have managed to shorten the pulses of light even further, down to dozens of attoseconds. These ultra-fast disco lights are still not quite quick enough to perfectly freeze-frame electrons in their orbits around atoms. But a blurry camera is better than no camera at all. Before attosecond light was available, scientists could only talk about the probability that an electron might be in a particular place at a particular time. The pulses can also be used to measure how closely electrons are bound to an atom’s nucleus, and how long it takes for one to be prised loose during a chemical reaction. \nOther applications are further away. Attosecond pulses of light might one day help to create ultra-fast electronics, in which a semiconductor is prodded to switch between its insulating and conducting states far faster than it can today. The pulses can also be used to nudge large molecules, which then go on to emit characteristic radiation that depends on their precise chemical make-up. That could be used to analyse blood samples, for instance, with a view to picking up even the smallest markers of disease. \n\nIt may be hard to anticipate the Nobel commitee’s decisions. But this year, for the chemistry prize, there was no need. Aftonbladet and Dagens Nyheter, a pair of Swedish newspapers, published the names hours before the official announcement.\nA leak has never happened before. Some thought it was a hoax. But the reports turned out to be correct. The prize was awarded to Moungi Bawendi, Louis Brus and Alexei Ekimov, a trio of scientists who were able to harness one of the many counterintuitive aspects of the quantum realm: that the properties of a material sometimes depend not on its chemical composition, but on its size.\nThe materials in question are quantum dots, the informal name for chemical structures also known as semiconducting nanocrystals. Electrons within a quantum dot can become separated from their host atoms when given a kick of energy by a pulse of ultraviolet light. That imprisons them inside the crystal until they can re-emit that energy as another burst of light and return to their original state.\nQuantum dottiness\nThe dot’s tiny size, though, constrains the wavelength, and thus the colour, of the light the electrons can re-emit. Smaller nanodots produce blue light; larger ones produce red. Go above ten nanometres or so—about a thousandth the size of a red blood cell—and the quantum effects necessary to produce light smear away into nothing.\nThe physics underlying quantum dots has been known since the 1930s. But making use of the knowledge had seemed impossible. In 1979, though, Dr Ekimov, then at the S.I. Vavilov State Optical Institute in Leningrad (now St Petersburg), was able to produce tiny crystals of copper chloride in glass, and could even vary the colour of light they emitted by changing their size. \nColoured glass, though, is an awkward medium with which to work. In 1983 a more tractable manufacturing method was discovered. Dr Brus, then at Bell Laboratories in New Jersey, was able to create quantum dots as free-floating particles in solution, allowing the phenomenon to be observed in liquids as well as solids.\nIt was Dr Bawendi, of the Massachusetts Institute of Technology, who helped turn these experiments into a usable technology. In 1993 he developed a way to produce quantum dots to order. By injecting reagents into a solvent at high temperature, he created small seed crystals around which bigger ones could form. \nIn the intervening decades, these tiny objects have had a big impact. They are used in lighting, to harness solar energy, and to tag body parts for biomedical imaging. Their best-known use is in consumer technology. So-called quantum-LED televisions and computer monitors advertise crisper colours that will not fade. It is even possible that they may be used in the architecture of future quantum computers.\nThe Nobels sometimes attract criticism for being years behind the scientific times. Some scientists, widely seen as worthy potential winners, have died before the committee could get round to honouring them (prizes are given only to the living). But this year’s gongs show why things often move slowly. As Dr Karikó’s struggles in particular demonstrate, the full import of a bit of world-changing research can take many years to become clear. ■\nCurious about the world? To enjoy our mind-expanding science coverage, sign up to Simply Science, our weekly subscriber-only newsletter.",https://www.economist.com/science-and-technology/2023/10/05/the-2023-nobel-prizes-honour-work-that-touched-millions-of-lives,
66,How plundered Gaulish silver ended up in Roman coins,"alling old coins and melting them down into new ones. But Dr Wood thinks that is unlikely to be the whole story. After all, the new coins, being made of the same silver, would have had similar silver-to-gold ratios to the old ones. \nIf you are not recycling your own silver, then another option is to recycle someone else’s—with or without their permission. Rome’s far-flung armies would have had ample opportunity to acquire silver from elsewhere. And the paper points to one intriguing potential example after the Roman invasion of Gaul, when the gold-to-silver ratio of coins dropped significantly just after Julius Caesar and his armies returned to Rome laden with booty in 49BC. \nMuch of that loot was used to help fund Caesar’s subsequent civil war, the aftershocks of which eventually brought down the republic. Two decades later, in 27BC, Gaius Octavius, Caesar’s adopted son and better known as Caesar Augustus, became Rome’s first emperor. The signs, it seems, are written in the coins—and the ice. ■\nFor more on the latest books, films, TV shows, albums and controversies, sign up to Plot Twist, our weekly subscriber-only newsletter",https://www.economist.com/science-and-technology/2023/10/04/how-plundered-gaulish-silver-ended-up-in-roman-coins,
67,Did bitcoin leak from an American spy lab?,,https://www.economist.com/science-and-technology/2023/10/04/did-bitcoin-leak-from-an-american-spy-lab,
